"Motif","Offre","Opération","Type OT","Région","Unité Traitante","Date Etat OT"
"Manque de couverture","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","29/07/25 07:30"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","04/08/25 13:01"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","07/08/25 12:07"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","08/09/25 09:47"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","19/08/25 08:40"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","21/08/25 13:33"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","29/08/25 08:18"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","12/09/25 15:07"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","29/09/25 08:37"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","19/09/25 14:51"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","15/09/25 16:54"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","24/09/25 11:18"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","29/09/25 16:36"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","02/10/25 12:08"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","07/10/25 16:46"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","17/10/25 12:02"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","20/10/25 08:27"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","20/10/25 11:54"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","20/10/25 16:52"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","22/10/25 11:28"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","22/10/25 14:45"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","28/10/25 12:00"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","28/10/25 16:07"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","30/10/25 08:42"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","10/02/25 16:45"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","10/09/25 15:03"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","14/05/25 16:37"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","19/06/25 14:58"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","11/07/25 15:38"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","25/09/25 18:37"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","23/07/25 09:31"
"Manque de couverture","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","14/08/25 13:14"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","12/08/25 08:38"
"Manque de couverture","Waffi ADSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","14/08/25 08:45"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","08/09/25 14:32"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","20/08/25 13:41"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","17/09/25 15:18"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","17/09/25 17:12"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","18/09/25 12:24"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","29/09/25 12:50"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","06/10/25 08:35"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","07/10/25 16:44"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","08/10/25 13:37"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","10/10/25 14:09"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","17/10/25 11:57"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","20/10/25 16:52"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","21/10/25 12:38"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","22/10/25 16:36"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","30/10/25 08:02"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","25/10/25 11:24"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","28/10/25 11:41"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","28/10/25 12:00"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","29/10/25 16:41"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","29/10/25 16:40"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","30/10/25 12:32"
"Manque de couverture","Waffi ADSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","10/01/25 08:53"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","28/01/25 12:23"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","03/02/25 12:04"
"Manque de couverture","VDSL PRO Hybride GU TT 2022","Transfert","Raccordement","SOUSSE","ULS SOUSSE","17/02/25 12:31"
"Manque de couverture","Waffi ADSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","24/03/25 08:49"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","25/03/25 08:01"
"Manque de couverture","Waffi ADSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","13/05/25 08:20"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","14/05/25 16:35"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","01/07/25 11:59"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","03/07/25 12:27"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","04/08/25 08:15"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","09/09/25 10:12"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","27/10/25 08:14"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","18/08/25 08:26"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","18/08/25 08:23"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","19/08/25 08:38"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","20/08/25 13:44"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","20/08/25 14:16"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","26/08/25 08:31"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","27/08/25 13:07"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","29/08/25 08:19"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","15/09/25 11:36"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","16/09/25 09:24"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","18/09/25 10:27"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","17/09/25 16:49"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","18/09/25 14:19"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","22/09/25 15:51"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","23/09/25 14:12"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","29/09/25 10:26"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","06/10/25 08:32"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","13/10/25 13:02"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","14/10/25 12:18"
"Manque de couverture","Waffi ADSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","14/10/25 14:26"
"Manque de couverture","Waffi ADSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","20/10/25 16:33"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","21/10/25 16:43"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","30/10/25 08:02"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","23/10/25 09:56"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","24/10/25 15:08"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","30/10/25 14:28"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","28/10/25 16:07"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","28/10/25 16:07"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","31/10/25 08:35"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","31/10/25 11:28"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","13/01/25 13:46"
"Manque de couverture","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","05/02/25 07:39"
"Manque de couverture","VDSL PRO Hybride GU TT 2022","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","24/02/25 13:58"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","27/02/25 10:36"
"Manque de couverture","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","25/04/25 09:11"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","02/04/25 15:57"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","12/06/25 11:32"
"Manque de couverture","Waffi ADSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","29/05/25 13:27"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","23/07/25 10:38"
"Manque de couverture","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","21/08/25 09:06"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","04/08/25 08:14"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","14/08/25 12:49"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","12/09/25 17:06"
"Manque de couverture","VDSL Offre de gros prepayee","Transfert","Raccordement","SOUSSE","ULS MSAKEN","22/09/25 17:03"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","22/09/25 12:21"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","26/09/25 16:44"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","07/10/25 16:45"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","16/10/25 13:51"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","23/10/25 13:20"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","27/10/25 08:44"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","28/10/25 08:39"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","28/10/25 12:00"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","14/01/25 11:06"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","10/01/25 15:55"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","21/01/25 09:33"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","24/01/25 09:46"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","03/02/25 12:03"
"Manque de couverture","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","20/02/25 09:08"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","08/04/25 09:10"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","21/05/25 11:05"
"Manque de couverture","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","18/09/25 08:27"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS SOUSSE","20/06/25 15:19"
"Manque de couverture","Waffi ADSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS SAHLOUL","23/05/25 10:56"
"Manque de couverture","Waffi VDSL 2020","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","05/08/25 16:03"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Réservation RLA avec Mesure Débit","SOUSSE","ULS KANTAOUI","09/07/25 09:26"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","11/08/25 13:54"
"Manque de couverture","VDSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS KANTAOUI","14/08/25 12:46"
"Manque de couverture","ADSL Offre de gros prepayee","Nouvelle Installation","Raccordement","SOUSSE","ULS MSAKEN","17/09/25 15:33"
